,cost,ingredients,level,name,quantity,total_time,type,beurre,oignon,oeuf
149,recipe-infos__level__container--level-2,"[""['180g  de beurre'"", "" '180g  de sucre'"", "" '3sachet  de sucre vanillé'"", "" '3 oeuf'"", "" '360g  de farine'"", "" '240g  de lait'"", "" '3cuillère à café  de miel liquide'"", "" '1paquet  de levure chimique'"", "" ' Chocolat'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Muffins de Sandrine,15 personnes,00h40,Dessert,180,,3
150,recipe-infos__level__container--level-1,"[""['250ml  de farine'"", "" '5ml  de bicarbonate'"", "" '1sachet  de levure chimique'"", "" '1 sel'"", "" '500ml  de farine'"", "" '1 oeuf'"", "" '250ml  de lait'"", "" '125ml  de miel']""]",recipe-infos__level__container--level-1,muffins au son,4 personnes,00h30,Accompagnement,0,,1
151,recipe-infos__level__container--level-2,"[""['175g  de farine'"", "" '100g  de sucre en poudre'"", "" '1.5 levure'"", "" '1pincée  de sel'"", "" '50g  de beurre'"", "" '10cl  de lait'"", "" '2 pomme'"", "" '2 oeuf'"", "" '80g  de noix'"", "" ' Noisette']""]",recipe-infos__level__container--level-1,Muffins aux pommes,16 personnes,00h35,Dessert,50,,2
152,recipe-infos__level__container--level-1,"[""['3 banane'"", "" '75g  de sucre'"", "" '1 oeuf'"", "" '1cuillère à café  de bicarbonate'"", "" '1cuillère à café  de levure'"", "" '1/2cuillère à café  de sel'"", "" '150g  de farine'"", "" '70g  de beurre']""]",recipe-infos__level__container--level-1,Muffins à la banane,6 personnes,00h30,Dessert,70,,1
153,recipe-infos__level__container--level-2,"[""['180g  de beurre'"", "" '180g  de sucre'"", "" '3sachet  de sucre vanillé'"", "" '3 oeuf'"", "" '360g  de farine'"", "" '240g  de lait'"", "" '3cuillère à café  de miel liquide'"", "" '1paquet  de levure chimique'"", "" ' Chocolat'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Muffins de Sandrine,15 personnes,00h40,Dessert,180,,3
154,recipe-infos__level__container--level-2,"[""['2 aubergine'"", ' "" Huile d\'olive""', "" '2 oignon'"", ' ""2gousse  d\'ail""', "" '500g  de viande'"", "" '2cuillère à soupe  de purée de tomate'"", "" '1cuillère à soupe  de persil'"", "" ' Poivre'"", "" ' Sel'"", ' ""5cl  d\'eau""', "" '1demi  de cube de bouillon'"", "" '2 pomme de terre'"", "" '2 tomate'"", "" '30g  de beurre'"", "" '30g  de farine'"", "" '30cl  de lait'"", "" '2 oeuf'"", "" '50g  de gruyère râpé'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Moussaka,6 personnes,1h25,Plat principal,30,Yes,2
155,recipe-infos__level__container--level-2,"[""['2 aubergine'"", "" '4 tomate'"", "" '2 oignon'"", "" '800g  de mouton'"", "" '2cuillère à soupe  de persil'"", ' ""2cuillère à soupe  d\'huile""', ' ""3gousse  d\'ail""', "" '30cl  de vin blanc sec'"", "" '125g  de parmesan râpé'"", "" '2brin  de thym'"", "" '1cuillère à café  de sucre'"", "" ' Sel'"", "" '25cl  de béchamel']""]",recipe-infos__level__container--level-2,Moussaka rapide,4 personnes,1h00,Plat principal,0,Yes,0
156,recipe-infos__level__container--level-1,"[""['6 steak'"", "" '5 aubergine'"", "" '10g  de fromage'"", "" '20g  de feta'"", "" '2cuillère à soupe  de tomate'"", "" '4 tomate'"", "" '1 oignon'"", "" '2 basilic'"", "" ' Poivre'"", "" ' Sel'"", "" '1 cube de bouillon']""]",recipe-infos__level__container--level-1,ma moussaka rapide,4 personnes,00h25,Plat principal,0,Yes,0
157,recipe-infos__level__container--level-2,"[""['4 aubergine'"", "" '2 courgette'"", "" '6 tomate'"", "" '5 pomme de terre'"", "" '1 oignon'"", "" '1 échalote'"", ' ""4gousse  d\'ail""', "" '10 steak'"", "" ' Basilic'"", "" ' Poivre'"", "" ' Sel'"", "" ' Crème fraîche'"", "" ' Comté'"", ' "" Huile d\'olive""]']",recipe-infos__level__container--level-2,Moussaka facile,6 personnes,1h20,Plat principal,0,Yes,0
158,recipe-infos__level__container--level-3,"[""['2 aubergine'"", "" '6 pomme de terre'"", "" '500g  de boeuf haché'"", "" '5 tomate'"", "" '1 oignon'"", ' "" Huile d\'olive""', "" '30g  de beurre'"", "" '1petite cuillère  de cannelle'"", "" '1cuillère à soupe  de miel'"", "" ' Muscade'"", "" ' Poivre'"", "" ' Sel'"", "" '20g  de beurre'"", "" '3cuillère à soupe  de farine'"", "" '35cl  de lait']""]",recipe-infos__level__container--level-1,La Vraie Moussaka Grecque,4 personnes,2h55,Plat principal,20,Yes,500
159,recipe-infos__level__container--level-3,"[""['10 galette de riz'"", "" '200g  de germes de soja'"", "" '3 carotte'"", "" '50g  de crevette'"", "" '100g  de vermicelles de soja'"", "" '500g  de porc'"", "" '100g  de crabe'"", "" '3 oeuf'"", "" '2 oignon'"", "" '6 champignon noir'"", "" '3cuillère  de nuoc mam'"", "" '2cuillère  de sel'"", "" '2cuillère  de sucre roux'"", "" '1cuillère à soupe  de maïzena']""]",recipe-infos__level__container--level-2,Nems (frits),6 personnes,1h35,Entrée,0,Yes,3
160,recipe-infos__level__container--level-3,"[""['250g  de vermicelles de soja'"", "" '2boîte  de miette de crabe'"", "" '50g  de champignon noir'"", "" '1kg  de viande'"", ' ""1kg  d\'oignon""', "" '1 carotte'"", "" '2 oeuf'"", "" '2paquet  de galette de riz'"", "" '1cuillère à café rase  de glutamate'"", "" '1/2cuillère à café rase  de sel'"", "" ' Huile de friture']""]",recipe-infos__level__container--level-1,Nems à la Vietnamienne,45 personnes,2h10,Entrée,0,Yes,2
161,recipe-infos__level__container--level-2,"[""['10feuille  de brick'"", "" '5tranche  de jambon'"", "" '10 chèvre frais'"", "" '2boule  de mozzarella'"", "" ' Beurre']""]",recipe-infos__level__container--level-1,Nems aux fromages,5 personnes,1h15,Entrée,0,,0
162,recipe-infos__level__container--level-1,"[""['6 carotte'"", "" '1 poireau'"", "" '1 courgette'"", "" '8 pomme de terre'"", "" 'poignée  de soja'"", "" '20 feuille de riz']""]",recipe-infos__level__container--level-1,Nems de légumes,5 personnes,00h40,Accompagnement,0,,0
163,recipe-infos__level__container--level-2,"[""['4 oeuf'"", "" '4tranche  de bacon'"", "" '1pot  de crème fraîche'"", "" ' Gruyère râpé'"", "" '4noisette  de beurre'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Oeuf cocotte au bacon,4 personnes,00h25,Entrée,4,,4
164,recipe-infos__level__container--level-1,"[""['1 rôti de veau'"", "" '40g  de beurre'"", "" '1 oignon'"", "" ' Poivre'"", "" ' Sel'"", "" '6cuillère à café  de fond de veau'"", "" '1verre  de vin blanc'"", ' ""1cuillère à soupe  d\'herbes de Provence""', "" '1cuillère à soupe  de basilic'"", "" '500g  de champignon de Paris']""]",recipe-infos__level__container--level-2,Rôti de veau en cocotte aux champignons,6 personnes,00h50,Plat principal,40,Yes,0
165,recipe-infos__level__container--level-2,"['[""1 gigot d\'agneau""', "" '2 oignon'"", "" '1 feuille de laurier'"", ' ""10gousse  d\'ail""', "" ' Poivre'"", "" ' Sel'"", "" '1pincée  de muscade'"", ' ""5cuillère à soupe  d\'huile de tournesol""', ' ""1.5l  d\'eau""', "" ' Haricot vert']""]",recipe-infos__level__container--level-2,Gigot en cocotte,6 personnes,2h20,Plat principal,0,Yes,0
166,recipe-infos__level__container--level-2,"[""['6 escalope de poulet'"", "" '150g  de riz thaï'"", "" '2 oignon'"", ' ""1gousse  d\'ail""', "" '150g  de raisins secs'"", ' ""50g  d\'amande""', "" '1 yaourt nature'"", "" '20cl  de crème liquide'"", "" '1 sirop'"", "" '1 curry'"", "" '1 cannelle'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-2,Cocotte indienne,4 personnes,00h50,Plat principal,0,Yes,0
167,recipe-infos__level__container--level-1,"[""['3cuillère à soupe  de beurre'"", "" '1 oignon'"", "" '250g  de champignon de Paris'"", "" '2cuillère à soupe  de farine'"", "" '1/4l  de bouillon'"", "" '1/2l  de lait'"", "" '1 citron'"", "" '2cuillère à soupe  de crème fraîche'"", "" '1cuillère à soupe  de persil'"", "" ' Sel'"", "" ' Poivre']""]",recipe-infos__level__container--level-1,Velouté de champignons,3 personnes,00h50,Entrée,3,Yes,0
168,recipe-infos__level__container--level-2,"[""['1barquette  de champignon de Paris'"", "" '4 pomme de terre'"", "" '1 oignon'"", ' ""4gousse  d\'ail""', "" ' Poivre'"", "" ' Sel'"", "" ' Muscade'"", "" ' Persil'"", "" '1 kub or'"", "" ' Crème liquide']""]",recipe-infos__level__container--level-1,Soupe de champignons,5 personnes,00h40,Entrée,0,Yes,0
169,recipe-infos__level__container--level-1,"[""['1 rôti de veau'"", "" '40g  de beurre'"", "" '1 oignon'"", "" ' Poivre'"", "" ' Sel'"", "" '6cuillère à café  de fond de veau'"", "" '1verre  de vin blanc'"", ' ""1cuillère à soupe  d\'herbes de Provence""', "" '1cuillère à soupe  de basilic'"", "" '500g  de champignon de Paris']""]",recipe-infos__level__container--level-2,Rôti de veau en cocotte aux champignons,6 personnes,00h50,Plat principal,40,Yes,0
170,recipe-infos__level__container--level-1,"[""['2 blanc de poulet'"", "" '200g  de champignon de Paris'"", "" '1 cube de bouillon'"", "" '2cuillère à café  de moutarde'"", "" '2cuillère à café  de crème fraîche allégée'"", ' ""2cuillère à café  d\'estragon""', ' ""2cuillère à café  d\'huile d\'olive""', "" '2 échalote'"", "" ' Sel'"", "" ' Poivre']""]",recipe-infos__level__container--level-1,"Poulet à la moutarde, à l'estragon et aux champignons",2 personnes,00h40,Plat principal,0,,0
171,recipe-infos__level__container--level-1,"[""['250g  de miel'"", "" '10cl  de lait'"", "" '100g  de beurre'"", "" '200g  de farine'"", "" '1/2sachet  de levure'"", "" '50g  de cassonade'"", "" '1 oeuf'"", "" '1pincée  de sel'"", "" ' Cannelle'"", "" ' Gingembre'"", "" ' Clou de girofle'"", "" ' Muscade'"", "" ' Noix'"", "" ' Noisette'"", "" ' Amande'"", "" ' Noix de coco'"", ' "" écorce d\'orange""]']",recipe-infos__level__container--level-1,Pain d'épices facile,8 personnes,00h50,Dessert,100,,1
172,recipe-infos__level__container--level-2,"[""['250g  de miel'"", "" '250g  de farine'"", "" '100g  de sucre en poudre'"", "" '1sachet  de levure chimique'"", "" '1sachet  de sucre vanillé'"", ' ""1cuillère à café  d\'anis""', "" '1cuillère à café  de muscade'"", "" '1cuillère à café  de cannelle'"", "" '1cuillère à café  de gingembre'"", "" '1cuillère à café  de quatre-épices'"", "" '2 oeuf'"", "" '10cl  de lait']""]",recipe-infos__level__container--level-2,Pain d'épices,6 personnes,1h30,Dessert,0,,2
173,recipe-infos__level__container--level-1,"[""['250g  de farine'"", "" '30g  de sucre semoule'"", "" '2 oeuf'"", "" '1sachet  de levure'"", "" '65g  de beurre doux'"", "" '1pincée  de sel'"", "" '30cl  de lait']""]",recipe-infos__level__container--level-1,Pancakes,4 personnes,00h14,Dessert,65,,2
174,recipe-infos__level__container--level-1,"[""['1 oeuf'"", "" '1cuillère à soupe  de sucre'"", ' ""1cuillère à soupe  d\'huile""', "" '150g  de farine'"", "" '1bonne cuillère à café  de levure'"", "" '200ml  de lait']""]",recipe-infos__level__container--level-1,Pancakes faciles et rapides,2 personnes,00h15,Dessert,0,,1
175,recipe-infos__level__container--level-1,"[""['6cuillère à soupe  de farine'"", "" '6cuillère à soupe  de sucre'"", "" '6cuillère à soupe  de lait'"", "" '2 oeuf']""]",recipe-infos__level__container--level-1,Pancakes faciles,4 personnes,00h14,Dessert,0,,2
176,recipe-infos__level__container--level-1,"[""['2 oeuf'"", "" '150ml  de lait'"", "" '150g  de farine'"", "" '2cuillère à soupe  de sucre'"", "" '1/2paquet  de levure'"", "" '1pincée  de sel']""]",recipe-infos__level__container--level-1,Pancakes rapides,2 personnes,00h20,Dessert,0,,2
177,recipe-infos__level__container--level-1,"[""['150g  de toblerone'"", "" '50cl  de crème fraîche'"", "" '3feuille  de gélatine']""]",recipe-infos__level__container--level-1,Pannacotta au toblerone,4 personnes,00h15,Dessert,0,,0
178,recipe-infos__level__container--level-1,"[""['50cl  de crème liquide'"", "" '8portion  de fromage frais'"", "" '4tranche  de saumon fumé'"", "" '1bouquet  de ciboulette'"", "" '3feuille  de gélatine'"", "" '1pincée  de sel'"", "" '1pincée  de poivre']""]",recipe-infos__level__container--level-1,Pannacotta fromage frais saumon fumé,6 personnes,00h30,Entrée,0,,0
179,recipe-infos__level__container--level-2,"[""['125g  de mozzarella'"", "" '20cl  de crème fraîche'"", "" '2cuillère à soupe  de sucre'"", "" '1/2gousse  de vanille'"", ' ""2g  d\'agar-agar""', "" '2 tomate'"", "" '1/2 tomate'"", "" '1/2 jus de citron'"", "" '1/2gousse  de vanille']""]",recipe-infos__level__container--level-1,Panna cotta mozzarella et confiture de tomate,4 personnes,1h00,Dessert,0,,0
180,recipe-infos__level__container--level-2,"[""['2pavé  de saumon'"", "" '1boule  de mozzarella'"", "" '2 tomate'"", "" ' Herbes de Provence'"", "" ' Basilic'"", "" ' Poivre'"", "" ' Sel'"", ' "" Huile d\'olive""', "" '2 olives noires'"", ' ""2gousse  d\'ail""]']",recipe-infos__level__container--level-2,Papillote de saumon à la mozzarella,2 personnes,00h50,Plat principal,0,,0
181,recipe-infos__level__container--level-1,"[""['2 filet mignon'"", "" '150g  de roquefort'"", "" '500g  de crème fraîche épaisse'"", ' ""4cuillère à café  de moutarde à l\'estragon""', "" '3 échalote'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-2,Papillotes de filet mignon au roquefort,4 personnes,1h00,Plat principal,0,,0
182,recipe-infos__level__container--level-1,"[""['2 escalope de poulet'"", "" '1/2 oignon'"", "" ' Moutarde'"", ' ""1cuillère à soupe  d\'olives""', "" '1 tomate'"", "" ' Herbes de Provence'"", "" ' Persil'"", ' "" Huile d\'olive""', "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Papillote de poulet à la moutarde (recette de régime),2 personnes,00h35,Plat principal,0,Yes,0
183,recipe-infos__level__container--level-1,"[""['4pavé  de saumon frais'"", "" '20 tomate cerise'"", "" '20 champignon de Paris'"", ' ""1gousse  d\'ail""', ' ""4brin  d\'aneth""', ' "" Huile d\'olive""', "" '1 citron'"", "" ' Sel'"", "" ' Poivre']""]",recipe-infos__level__container--level-2,Amour de saumon en papillote,4 personnes,00h50,Plat principal,0,,0
184,recipe-infos__level__container--level-2,"[""['1 paupiette'"", "" '1verre  de cognac'"", "" '25cl  de vin blanc'"", "" '2 échalote'"", "" '50g  de champignon de Paris'"", "" ' Fond de veau'"", "" '15cl  de crème fraîche'"", "" ' Huile'"", "" ' Poivre']""]",recipe-infos__level__container--level-2,Paupiettes de veau flambées au Cognac,4 personnes,00h50,Plat principal,0,,0
185,recipe-infos__level__container--level-2,"[""['2 paupiette'"", "" '1 oignon jaune'"", ' ""1gousse  d\'ail""', "" '2 tomate'"", ' "" Huile d\'olive""', "" ' Vin blanc'"", "" ' Olives noires'"", "" '1petite boîte  de champignon de Paris'"", "" ' Poivre'"", "" ' Sel'"", "" ' Herbes de Provence'"", "" ' Basilic']""]",recipe-infos__level__container--level-1,Paupiettes de veau aux oignons et tomates,2 personnes,1h20,Plat principal,0,Yes,0
186,recipe-infos__level__container--level-2,"[""['6 escalope de dinde'"", "" '6tranche  de jambon cru'"", "" '200g  de chair à saucisse'"", "" '3 échalote'"", "" '1verre  de vin blanc'"", "" ' Beurre']""]",recipe-infos__level__container--level-1,paupiettes de dinde,6 personnes,1h20,Plat principal,0,,0
187,recipe-infos__level__container--level-1,"[""['6 paupiette'"", "" '1 poivron rouge'"", "" '1 poivron vert'"", "" '1 oignon'"", "" '1 tomate'"", "" ' épices'"", "" '6 pomme de terre'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Paupiettes aux poivrons,3 personnes,00h55,Plat principal,0,Yes,0
188,recipe-infos__level__container--level-1,"[""['4 paupiette'"", "" '4 tomate'"", "" '4 pomme de terre'"", "" '100g  de champignon de Paris'"", "" '50cl  de crème fraîche'"", "" '10cl  de vin blanc sec'"", "" ' Poivre'"", "" ' Sel'"", "" ' Thym'"", "" ' Persil'"", "" ' Herbes de Provence'"", "" '1 oignon']""]",recipe-infos__level__container--level-1,Paupiettes à la mérignicaise,4 personnes,1h15,Plat principal,0,Yes,0
189,recipe-infos__level__container--level-1,"[""['3 poivron rouge'"", "" '2 oignon'"", "" '2 pomme de terre'"", "" '1 fromage'"", "" '2 cube de bouillon']""]",recipe-infos__level__container--level-1,Velouté aux poivrons et au boursin,4 personnes,00h50,Entrée,0,Yes,0
190,recipe-infos__level__container--level-1,"[""['6 filet de poulet'"", "" '1 poivron rouge'"", "" '20cl  de crème liquide'"", "" ' Beurre'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Filets de poulet à la crème de poivron facile,4 personnes,00h45,Plat principal,0,,0
191,recipe-infos__level__container--level-2,"[""['1 pâte feuilletée'"", "" '3 poivron rouge'"", "" '2 oignon'"", "" '1cuillère à soupe  de sucre'"", ' ""1 jaune d\'oeuf""]']",recipe-infos__level__container--level-1,chaussons aux poivrons faciles,4 personnes,00h50,Entrée,0,Yes,1
192,recipe-infos__level__container--level-1,"[""['1kg  de courgette'"", "" '2 aubergine'"", "" '1bocal  de sauce tomate'"", "" '1cube  de bouquet garni'"", ' "" Huile d\'olive""]']",recipe-infos__level__container--level-1,Ratatouille sans poivrons,6 personnes,00h40,Accompagnement,0,,0
193,recipe-infos__level__container--level-1,"[""['2 pain'"", "" '1bocal  de poivron rouge'"", "" '60g  de fromage frais'"", "" '4 anchois'"", "" ' Poivre']""]",recipe-infos__level__container--level-1,Bagels aux poivrons,2 personnes,00h5,Plat principal,0,,0
194,recipe-infos__level__container--level-2,"[""['1 pâte brisée'"", "" '1 oignon'"", "" '200g  de lardons'"", "" '150g  de jambon'"", "" '1/2 chorizo'"", "" '20cl  de crème fraîche épaisse'"", "" '20cl  de lait'"", "" '3 oeuf'"", "" ' Gruyère râpé'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Quiche basquaise,6 personnes,00h55,Entrée,0,Yes,3
195,recipe-infos__level__container--level-2,"[""['1 pâte brisée'"", "" '350g  de blanc de poulet'"", "" '3 poivron'"", "" '3 oignon'"", ' ""1gousse  d\'ail""', "" '200g  de purée de tomate'"", "" ' Gruyère'"", ' "" Huile d\'olive""', "" ' Poivre'"", "" ' Sel'"", "" ' Herbes']""]",recipe-infos__level__container--level-1,Tarte basquaise,4 personnes,00h55,Plat principal,0,Yes,0
196,recipe-infos__level__container--level-1,"[""['1 poulet'"", "" '6 tomate'"", "" '1 oignon'"", "" '10 piment vert'"", "" '2 poivron'"", "" ' Huile'"", "" ' Ail'"", "" ' Laurier'"", "" ' Thym'"", "" ' Persil'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Poulet Basquaise,6 personnes,00h55,Plat principal,0,Yes,0
197,recipe-infos__level__container--level-1,"[""['1kg  de calamar'"", "" '3 poivron'"", "" '1 oignon'"", "" '1kg  de tomate'"", "" ' Herbes de Provence'"", "" '2 feuille de laurier'"", "" '1dose  de safran'"", "" '1/2cuillère à café  de curry'"", "" '1/2cuillère à café  de cumin'"", "" '1bonne pincée  de sel'"", "" ' Poivre'"", ' "" Piment d\'Espelette""', ' "" Huile d\'olive""]']",recipe-infos__level__container--level-3,Calamars à la basquaise,6 personnes,1h20,Plat principal,0,Yes,0
198,recipe-infos__level__container--level-2,"[""['4tranche  de thon'"", "" '1tranche épaisse  de jambon cru'"", "" '2 poivron vert'"", "" '1 oignon'"", ' ""3gousse  d\'ail""', "" '5 tomate'"", ' ""3cuillère  d\'huile d\'olive""', "" '1 bouquet garni'"", "" '1cuillère à soupe  de Fines herbes'"", "" ' Poivre'"", "" ' Sel'"", ' "" Piment d\'Espelette""]']",recipe-infos__level__container--level-2,Thon basquaise,4 personnes,00h45,Plat principal,0,Yes,0
199,recipe-infos__level__container--level-3,"[""['4 cuisse de poulet'"", "" '1 oignon'"", "" '1 aubergine'"", "" '1 courgette'"", "" '3 pomme de terre'"", ' ""6gousse  d\'ail""', "" '1 échalote'"", "" '3cuillère à soupe  de thym'"", "" '2cuillère à soupe  de persil'"", "" '1cuillère à café  de coriandre'"", "" '1cuillère à soupe  de piment de Cayenne'"", ' ""3cuillère à soupe  d\'épices à colombo""', "" ' Citron'"", "" '1cuillère à soupe  de vinaigre'"", "" '15cl  de lait de coco'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-2,Colombo de poulet,4 personnes,1h20,Plat principal,0,Yes,0
200,recipe-infos__level__container--level-2,"[""['1 poulet'"", "" '1kg  de tomate'"", "" '700g  de poivron'"", "" '3 oignon'"", ' ""3gousse  d\'ail""', "" '20cl  de vin blanc'"", "" '1 bouquet garni'"", ' ""6cuillère à soupe  d\'huile d\'olive""', "" ' Sel'"", "" ' Poivre']""]",recipe-infos__level__container--level-2,Poulet basquaise,6 personnes,1h20,Plat principal,0,Yes,0
201,recipe-infos__level__container--level-2,"[""['1 poulet'"", "" '2cuillère à café  de paprika'"", ' ""4cuillère à soupe  d\'huile d\'olive""', "" '2 oignon'"", ' ""6gousse  d\'ail""', "" '150g  de chorizo'"", "" '400g  de tomates concassées'"", "" '2 feuille de laurier'"", "" '5cuillère à soupe  de Xérès'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-2,Poulet au chorizo,4 personnes,1h30,Plat principal,0,Yes,0
202,recipe-infos__level__container--level-2,"[""['350g  de riz rond'"", "" '350g  de poulet'"", "" '200g  de chorizo'"", "" '200g  de lardons fumés'"", "" '1 oignon'"", ' ""1gousse  d\'ail""', "" '100g  de coulis'"", "" '75cl  de bouillon de poule'"", "" ' Sel'"", "" '1cuillère à café  de piment de Cayenne'"", "" '2 céleri'"", "" '1 poivron rouge'"", "" '1 feuille de laurier'"", "" '1pincée  de sauge'"", "" '2pincée  de thym'"", ' ""10cl  d\'huile d\'olive""]']",recipe-infos__level__container--level-2,Jambalaya poulet,6 personnes,1h05,Plat principal,0,Yes,0
203,recipe-infos__level__container--level-2,"[""['4 cuisse de poulet'"", "" '2 courgette'"", "" '3 pomme de terre'"", "" '2 carotte'"", "" '2 tomate'"", "" '1 oignon'"", "" ' épices'"", "" ' Cumin'"", ' ""1cuillère à soupe  d\'huile d\'olive""', "" ' Eau']""]",recipe-infos__level__container--level-1,Tajine de poulet,4 personnes,1h30,Plat principal,0,Yes,0
204,recipe-infos__level__container--level-1,"[""['1 potiron'"", "" '4 tomate'"", "" '6 carotte'"", "" '3 oignon'"", "" ' Poivre'"", "" ' Sel'"", "" ' Piment'"", "" '3 bouillon']""]",recipe-infos__level__container--level-1,Potage au potiron,6 personnes,00h45,Entrée,0,Yes,0
205,recipe-infos__level__container--level-1,"[""['3tasse  de purée'"", "" '1/4tasse  de beurre'"", "" '1cuillère à café  de sel'"", "" '1cuillère à café  de sucre'"", "" '1/4cuillère à café  de poivre blanc'"", "" '4tasse  de lait']""]",recipe-infos__level__container--level-1,Potage à la citrouille,2 personnes,00h45,Entrée,1,,0
206,recipe-infos__level__container--level-2,"['[""1.5l  d\'eau""', "" '1botte  de cresson'"", "" '50g  de beurre'"", "" '3cuillère à soupe  de crème fraîche'"", "" '4 pomme de terre']""]",recipe-infos__level__container--level-1,Potage au cresson,4 personnes,00h40,Plat principal,50,,0
207,recipe-infos__level__container--level-1,"[""['1cuillère à soupe  de margarine'"", "" '1 échalote'"", "" '1cuillère à soupe  de farine'"", "" '2dl  de vin blanc'"", ' ""8dl  d\'eau""', "" '2 cube de bouillon'"", "" '1 feuille de laurier'"", "" '1/2cuillère à café  de thym'"", "" ' Muscade'"", "" '3cuillère à soupe  de moutarde'"", "" '1dl  de crème'"", "" '1dl  de crème fouettée'"", "" 'feuille  de thym']""]",recipe-infos__level__container--level-1,Potage à la moutarde,4 personnes,00h30,Entrée,0,,0
208,recipe-infos__level__container--level-1,"[""['3 carotte'"", "" '1 oignon'"", "" '1 navet'"", "" '2 poireau'"", "" '1branche  de céleri'"", "" '40g  de beurre'"", "" ' Poivre'"", "" ' Sel'"", "" '1l  de bouillon de volaille'"", ' ""1 jaune d\'oeuf""', "" '50g  de crème fraîche']""]",recipe-infos__level__container--level-1,Potage de légumes,4 personnes,1h15,Entrée,40,Yes,1
209,recipe-infos__level__container--level-3,"[""['100g  de farine'"", "" '75g  de beurre'"", ' ""20cl  d\'eau""', "" '5 oeuf'"", "" '2pincée  de sel'"", "" '100g  de sucre'"", "" '100g  de crème liquide'"", "" '120g  de beurre'"", "" '200g  de chocolat noir'"", "" '1l  de glace'"", "" '20g  de sarrasin']""]",recipe-infos__level__container--level-2,Breizh profiteroles,8 personnes,1h30,Dessert,120,,5
210,recipe-infos__level__container--level-2,"['[""25cl  d\'eau""', "" '125g  de farine'"", "" '60g  de beurre'"", "" '1pincée  de sel'"", "" '50g  de sucre'"", "" '4 oeuf'"", "" '50g  de chocolat'"", "" '1filet  de lait'"", "" ' Glace vanille']""]",recipe-infos__level__container--level-1,Profiteroles maison,20 personnes,00h50,Dessert,60,,4
211,recipe-infos__level__container--level-3,"[""['80g  de beurre'"", "" '125g  de farine'"", ' ""200g  d\'eau""', "" '3 oeuf'"", "" '1pincée  de sel'"", "" '100g  de chocolat'"", "" '100g  de crème liquide'"", "" '40cl  de glace vanille']""]",recipe-infos__level__container--level-1,Profiteroles au Thermomix,10 personnes,1h05,Dessert,80,,3
212,recipe-infos__level__container--level-3,"[""['80g  de lait'"", ' ""80g  d\'eau""', "" '60g  de beurre'"", "" '3g  de sel'"", "" '5g  de sucre'"", "" '2.5 oeuf'"", "" '100g  de farine'"", "" ' Glace aux noix de pécan'"", "" '200g  de sucre'"", "" '1filet  de citron']""]",recipe-infos__level__container--level-1,Profiteroles au caramel,4 personnes,00h55,Dessert,60,,2
213,recipe-infos__level__container--level-1,"[""['25 chouquette'"", "" '1/2l  de glace'"", "" ' Vanille'"", "" '250g  de chocolat noir'"", "" '1verre  de lait'"", "" '40g  de beurre']""]",recipe-infos__level__container--level-1,Profiteroles express,5 personnes,00h15,Dessert,40,,0
214,recipe-infos__level__container--level-1,"[""['3 oeuf'"", "" '1/4l  de lait'"", "" '10cl  de crème fraîche'"", "" '2grosse cuillère à soupe  de farine'"", "" '100g  de gruyère râpé'"", "" '4tranche  de jambon'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Quiche sans pâte,4 personnes,00h40,Plat principal,0,,3
215,recipe-infos__level__container--level-1,"[""['7 pomme de terre'"", "" '8fine tranche  de lard'"", "" '3 oeuf'"", "" '20cl  de crème fraîche'"", "" '1 fromage de chèvre'"", "" '150g  de gruyère râpé'"", "" '1 pâte feuilletée'"", "" ' Sel'"", "" ' Poivre']""]",recipe-infos__level__container--level-1,Quiche tatin,6 personnes,00h45,Entrée,0,,3
216,recipe-infos__level__container--level-1,"[""['200g  de pâte brisée'"", "" '200g  de lardons'"", "" '30g  de beurre'"", "" '3 oeuf'"", "" '20cl  de crème fraîche'"", "" '20cl  de lait'"", "" ' Muscade'"", "" ' Sel'"", "" ' Poivre']""]",recipe-infos__level__container--level-1,Quiche lorraine,4 personnes,1h00,Plat principal,30,,3
217,recipe-infos__level__container--level-1,"[""['1 pâte feuilletée'"", "" '1boîte  de thon'"", "" '2 tomate'"", "" ' Gruyère'"", "" '4 oeuf'"", "" '1/2pot  de crème fraîche'"", "" ' Moutarde'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Quiche au thon,6 personnes,00h30,Entrée,0,,4
